# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-02-16 16:30:57 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09512800 AGUA FRIA RIVER NEAR ROCK SPRINGS, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09512800
#            TS   parameter     statistic     Description
#          5760       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	5760_00060_00003	5760_00060_00003_cd
USGS	09512800	2010-07-07	0.91	A
USGS	09512800	2010-07-08	0.87	A
USGS	09512800	2010-07-09	0.89	A
USGS	09512800	2010-07-10	0.77	A
USGS	09512800	2010-07-11	0.66	A
USGS	09512800	2010-07-12	0.55	A
USGS	09512800	2010-07-13	0.42	A
USGS	09512800	2010-07-14	0.25	A
USGS	09512800	2010-07-15	0.18	A
USGS	09512800	2010-07-16	0.13	A
USGS	09512800	2010-07-17	0.13	A
USGS	09512800	2010-07-18	0.10	A
USGS	09512800	2010-07-19	0.08	A
USGS	09512800	2010-07-20	0.07	A
USGS	09512800	2010-07-21	0.05	A
USGS	09512800	2010-07-22	0.05	A
USGS	09512800	2010-07-23	0.14	A
USGS	09512800	2010-07-24	0.20	A
USGS	09512800	2010-07-25	0.28	A
USGS	09512800	2010-07-26	0.31	A
USGS	09512800	2010-07-27	0.44	A
USGS	09512800	2010-07-28	0.83	A
USGS	09512800	2010-07-29	2.71	A
USGS	09512800	2010-07-30	13.0	A
USGS	09512800	2010-07-31	4.37	A
USGS	09512800	2010-08-01	3.24	A
USGS	09512800	2010-08-02	2.78	A
USGS	09512800	2010-08-03	2.20	A
USGS	09512800	2010-08-04	1.70	A
USGS	09512800	2010-08-05	1.39	A
USGS	09512800	2010-08-06	1.26	A
USGS	09512800	2010-08-07	1.57	A
USGS	09512800	2010-08-08	1.73	A
USGS	09512800	2010-08-09	1.38	A
USGS	09512800	2010-08-10	1.19	A
USGS	09512800	2010-08-11	1.09	A
USGS	09512800	2010-08-12	0.98	A
USGS	09512800	2010-08-13	0.92	A
USGS	09512800	2010-08-14	0.85	A
USGS	09512800	2010-08-15	0.77	A
USGS	09512800	2010-08-16	0.74	A
USGS	09512800	2010-08-17	0.75	A
USGS	09512800	2010-08-18	0.74	A
USGS	09512800	2010-08-19	0.68	A
USGS	09512800	2010-08-20	0.65	A
USGS	09512800	2010-08-21	0.63	A
USGS	09512800	2010-08-22	0.68	A
USGS	09512800	2010-08-23	0.63	A
USGS	09512800	2010-08-24	0.69	A
USGS	09512800	2010-08-25	0.70	A
USGS	09512800	2010-08-26	0.65	A
USGS	09512800	2010-08-27	0.61	A
USGS	09512800	2010-08-28	0.61	A
USGS	09512800	2010-08-29	0.60	A
USGS	09512800	2010-08-30	0.59	A
USGS	09512800	2010-08-31	0.61	A
USGS	09512800	2010-09-01	0.59	A
USGS	09512800	2010-09-02	0.52	A
USGS	09512800	2010-09-03	0.45	A
USGS	09512800	2010-09-04	0.44	A
USGS	09512800	2010-09-05	0.43	A
USGS	09512800	2010-09-06	0.44	A
USGS	09512800	2010-09-07	0.45	A
USGS	09512800	2010-09-08	0.46	A
USGS	09512800	2010-09-09	0.47	A
USGS	09512800	2010-09-10	0.49	A
USGS	09512800	2010-09-11	0.48	A
USGS	09512800	2010-09-12	0.48	A
USGS	09512800	2010-09-13	0.48	A
USGS	09512800	2010-09-14	0.48	A
USGS	09512800	2010-09-15	0.47	A
USGS	09512800	2010-09-16	0.46	A
USGS	09512800	2010-09-17	0.46	A
USGS	09512800	2010-09-18	0.45	A
USGS	09512800	2010-09-19	0.45	A
USGS	09512800	2010-09-20	0.46	A
USGS	09512800	2010-09-21	0.38	A
USGS	09512800	2010-09-22	0.34	A
USGS	09512800	2010-09-23	0.32	A
USGS	09512800	2010-09-24	0.26	A
USGS	09512800	2010-09-25	0.25	A
USGS	09512800	2010-09-26	0.28	A
USGS	09512800	2010-09-27	0.29	A
USGS	09512800	2010-09-28	0.33	A
USGS	09512800	2010-09-29	0.31	A
USGS	09512800	2010-09-30	0.32	A
USGS	09512800	2010-10-01	0.33	A
USGS	09512800	2010-10-02	0.32	A
USGS	09512800	2010-10-03	1.15	A
USGS	09512800	2010-10-04	0.69	A
USGS	09512800	2010-10-05	1.86	A
USGS	09512800	2010-10-06	9.89	A
USGS	09512800	2010-10-07	202	A
USGS	09512800	2010-10-08	23.3	A
USGS	09512800	2010-10-09	5.83	A
USGS	09512800	2010-10-10	2.93	A
USGS	09512800	2010-10-11	2.04	A
USGS	09512800	2010-10-12	1.59	A
USGS	09512800	2010-10-13	1.26	A
USGS	09512800	2010-10-14	0.90	A
USGS	09512800	2010-10-15	0.81	A
USGS	09512800	2010-10-16	0.75	A
USGS	09512800	2010-10-17	0.76	A
USGS	09512800	2010-10-18	0.77	A
USGS	09512800	2010-10-19	0.72	A
USGS	09512800	2010-10-20	0.78	A
USGS	09512800	2010-10-21	1.31	A
USGS	09512800	2010-10-22	1.40	A
USGS	09512800	2010-10-23	1.25	A
USGS	09512800	2010-10-24	1.03	A
USGS	09512800	2010-10-25	0.96	A
USGS	09512800	2010-10-26	1.06	A
USGS	09512800	2010-10-27	0.81	A
USGS	09512800	2010-10-28	0.66	A
USGS	09512800	2010-10-29	0.57	A
USGS	09512800	2010-10-30	0.54	A
USGS	09512800	2010-10-31	0.57	A
USGS	09512800	2010-11-01	0.53	A
USGS	09512800	2010-11-02	0.49	A
USGS	09512800	2010-11-03	0.45	A
USGS	09512800	2010-11-04	0.46	A
USGS	09512800	2010-11-05	0.47	A
USGS	09512800	2010-11-06	0.50	A
USGS	09512800	2010-11-07	0.51	A
USGS	09512800	2010-11-08	0.55	A
USGS	09512800	2010-11-09	0.61	A
USGS	09512800	2010-11-10	0.67	A
USGS	09512800	2010-11-11	0.70	A
USGS	09512800	2010-11-12	0.66	A
USGS	09512800	2010-11-13	0.61	A
USGS	09512800	2010-11-14	0.60	A
USGS	09512800	2010-11-15	0.60	A
USGS	09512800	2010-11-16	0.64	A
USGS	09512800	2010-11-17	0.64	A
USGS	09512800	2010-11-18	0.63	A
USGS	09512800	2010-11-19	0.62	A
USGS	09512800	2010-11-20	0.64	A
USGS	09512800	2010-11-21	0.78	A
USGS	09512800	2010-11-22	0.96	A
USGS	09512800	2010-11-23	1.03	A
USGS	09512800	2010-11-24	1.04	A
USGS	09512800	2010-11-25	1.10	A
USGS	09512800	2010-11-26	1.01	A
USGS	09512800	2010-11-27	0.93	A
USGS	09512800	2010-11-28	0.95	A
USGS	09512800	2010-11-29	1.06	A
USGS	09512800	2010-11-30	1.13	A
USGS	09512800	2010-12-01	1.14	A
USGS	09512800	2010-12-02	1.06	A
USGS	09512800	2010-12-03	0.99	A
USGS	09512800	2010-12-04	0.93	A
USGS	09512800	2010-12-05	0.92	A
USGS	09512800	2010-12-06	0.86	A
USGS	09512800	2010-12-07	0.90	A
USGS	09512800	2010-12-08	0.87	A
USGS	09512800	2010-12-09	0.88	A
USGS	09512800	2010-12-10	0.90	A
USGS	09512800	2010-12-11	0.94	A
USGS	09512800	2010-12-12	0.88	A
USGS	09512800	2010-12-13	0.86	A
USGS	09512800	2010-12-14	0.94	A
USGS	09512800	2010-12-15	1.03	A
USGS	09512800	2010-12-16	1.21	A
USGS	09512800	2010-12-17	1.54	A
USGS	09512800	2010-12-18	1.58	A
USGS	09512800	2010-12-19	1.57	A
USGS	09512800	2010-12-20	1.52	A
USGS	09512800	2010-12-21	1.54	A
USGS	09512800	2010-12-22	3.73	A
USGS	09512800	2010-12-23	12.3	A
USGS	09512800	2010-12-24	3.32	A
USGS	09512800	2010-12-25	2.58	A
USGS	09512800	2010-12-26	2.14	A
USGS	09512800	2010-12-27	1.96	A
USGS	09512800	2010-12-28	1.84	A
USGS	09512800	2010-12-29	4.46	A
USGS	09512800	2010-12-30	41.9	A
USGS	09512800	2010-12-31	37.3	A
USGS	09512800	2011-01-01	12.5	A
USGS	09512800	2011-01-02	5.83	A
USGS	09512800	2011-01-03	3.88	A
USGS	09512800	2011-01-04	3.08	A
USGS	09512800	2011-01-05	2.69	A
USGS	09512800	2011-01-06	2.46	A
USGS	09512800	2011-01-07	2.32	A
USGS	09512800	2011-01-08	2.23	A
USGS	09512800	2011-01-09	2.18	A
USGS	09512800	2011-01-10	2.22	A
USGS	09512800	2011-01-11	2.55	A
USGS	09512800	2011-01-12	2.97	A
USGS	09512800	2011-01-13	3.40	A
USGS	09512800	2011-01-14	3.62	A
USGS	09512800	2011-01-15	3.89	A
USGS	09512800	2011-01-16	4.57	A:e
USGS	09512800	2011-01-17	6.26	A:e
USGS	09512800	2011-01-18	9.93	A:e
USGS	09512800	2011-01-19	22.7	A
USGS	09512800	2011-01-20	24.7	A
USGS	09512800	2011-01-21	19.9	A
USGS	09512800	2011-01-22	16.2	A
USGS	09512800	2011-01-23	13.2	A
USGS	09512800	2011-01-24	11.3	A
USGS	09512800	2011-01-25	9.70	A
USGS	09512800	2011-01-26	8.23	A
USGS	09512800	2011-01-27	7.07	A
USGS	09512800	2011-01-28	6.42	A
USGS	09512800	2011-01-29	5.85	A
USGS	09512800	2011-01-30	5.31	A
USGS	09512800	2011-01-31	5.08	A
USGS	09512800	2011-02-01	4.85	A
USGS	09512800	2011-02-02	4.50	A
USGS	09512800	2011-02-03	3.63	A
USGS	09512800	2011-02-04	3.70	A
USGS	09512800	2011-02-05	3.58	A
USGS	09512800	2011-02-06	3.40	A
USGS	09512800	2011-02-07	3.11	A
USGS	09512800	2011-02-08	3.01	A
USGS	09512800	2011-02-09	2.93	A
USGS	09512800	2011-02-10	2.87	A
USGS	09512800	2011-02-11	2.73	A
USGS	09512800	2011-02-12	2.64	A
USGS	09512800	2011-02-13	2.54	A
USGS	09512800	2011-02-14	2.42	A
USGS	09512800	2011-02-15	2.31	A
USGS	09512800	2011-02-16	2.33	A
USGS	09512800	2011-02-17	2.32	A
USGS	09512800	2011-02-18	2.34	A
USGS	09512800	2011-02-19	2.74	A
USGS	09512800	2011-02-20	3.55	A
USGS	09512800	2011-02-21	5.82	A
USGS	09512800	2011-02-22	9.66	A
USGS	09512800	2011-02-23	8.63	A
USGS	09512800	2011-02-24	7.97	A
USGS	09512800	2011-02-25	7.86	A
USGS	09512800	2011-02-26	7.87	A
USGS	09512800	2011-02-27	9.50	A
USGS	09512800	2011-02-28	10.5	A
USGS	09512800	2011-03-01	11.3	A
USGS	09512800	2011-03-02	11.8	A
USGS	09512800	2011-03-03	14.0	A
USGS	09512800	2011-03-04	16.1	A
USGS	09512800	2011-03-05	19.4	A
USGS	09512800	2011-03-06	22.1	A
USGS	09512800	2011-03-07	19.9	A
USGS	09512800	2011-03-08	16.9	A
USGS	09512800	2011-03-09	15.0	A
USGS	09512800	2011-03-10	13.1	A
USGS	09512800	2011-03-11	11.4	A
USGS	09512800	2011-03-12	10.0	A
USGS	09512800	2011-03-13	8.82	A
USGS	09512800	2011-03-14	7.94	A
USGS	09512800	2011-03-15	7.29	A
USGS	09512800	2011-03-16	6.54	A
USGS	09512800	2011-03-17	5.94	A
USGS	09512800	2011-03-18	5.37	A
USGS	09512800	2011-03-19	5.00	A
USGS	09512800	2011-03-20	4.80	A
USGS	09512800	2011-03-21	5.36	A
USGS	09512800	2011-03-22	6.35	A
USGS	09512800	2011-03-23	8.55	A
USGS	09512800	2011-03-24	10.7	A
USGS	09512800	2011-03-25	11.0	A
USGS	09512800	2011-03-26	11.4	A
USGS	09512800	2011-03-27	10.7	A
USGS	09512800	2011-03-28	9.83	A
USGS	09512800	2011-03-29	8.79	A
USGS	09512800	2011-03-30	7.71	A
USGS	09512800	2011-03-31	6.68	A
USGS	09512800	2011-04-01	5.98	A
USGS	09512800	2011-04-02	5.12	A
USGS	09512800	2011-04-03	4.43	A
USGS	09512800	2011-04-04	4.23	A
USGS	09512800	2011-04-05	3.72	A
USGS	09512800	2011-04-06	3.50	A
USGS	09512800	2011-04-07	3.35	A
USGS	09512800	2011-04-08	3.31	A
USGS	09512800	2011-04-09	4.12	A
USGS	09512800	2011-04-10	6.07	A
USGS	09512800	2011-04-11	5.37	A
USGS	09512800	2011-04-12	5.73	A
USGS	09512800	2011-04-13	5.66	A
USGS	09512800	2011-04-14	5.50	A
USGS	09512800	2011-04-15	4.95	A
USGS	09512800	2011-04-16	4.40	A
USGS	09512800	2011-04-17	3.94	A
USGS	09512800	2011-04-18	3.57	A
USGS	09512800	2011-04-19	3.35	A
USGS	09512800	2011-04-20	3.00	A
USGS	09512800	2011-04-21	2.71	A
USGS	09512800	2011-04-22	2.47	A
USGS	09512800	2011-04-23	2.29	A
USGS	09512800	2011-04-24	2.17	A
USGS	09512800	2011-04-25	2.16	A
USGS	09512800	2011-04-26	1.93	A
USGS	09512800	2011-04-27	1.82	A
USGS	09512800	2011-04-28	1.65	A
USGS	09512800	2011-04-29	1.66	A
USGS	09512800	2011-04-30	1.69	A
USGS	09512800	2011-05-01	1.56	A
USGS	09512800	2011-05-02	1.49	A
USGS	09512800	2011-05-03	1.47	A
USGS	09512800	2011-05-04	1.43	A
USGS	09512800	2011-05-05	1.35	A
USGS	09512800	2011-05-06	1.28	A
USGS	09512800	2011-05-07	1.20	A
USGS	09512800	2011-05-08	1.17	A
USGS	09512800	2011-05-09	1.21	A
USGS	09512800	2011-05-10	1.18	A
USGS	09512800	2011-05-11	1.34	A
USGS	09512800	2011-05-12	1.35	A
USGS	09512800	2011-05-13	1.30	A
USGS	09512800	2011-05-14	1.20	A
USGS	09512800	2011-05-15	1.29	A
USGS	09512800	2011-05-16	1.20	A
USGS	09512800	2011-05-17	1.16	A
USGS	09512800	2011-05-18	1.33	A
USGS	09512800	2011-05-19	1.59	A
USGS	09512800	2011-05-20	1.60	A
USGS	09512800	2011-05-21	1.53	A
USGS	09512800	2011-05-22	1.42	A
USGS	09512800	2011-05-23	1.31	A
USGS	09512800	2011-05-24	1.26	A
USGS	09512800	2011-05-25	1.23	A
USGS	09512800	2011-05-26	1.21	A
USGS	09512800	2011-05-27	1.05	A
USGS	09512800	2011-05-28	0.97	A
USGS	09512800	2011-05-29	0.73	A
USGS	09512800	2011-05-30	0.72	A
USGS	09512800	2011-05-31	0.65	A
USGS	09512800	2011-06-01	0.57	A
USGS	09512800	2011-06-02	0.54	A
USGS	09512800	2011-06-03	0.52	A
USGS	09512800	2011-06-04	0.47	A
USGS	09512800	2011-06-05	0.44	A
USGS	09512800	2011-06-06	0.42	A
USGS	09512800	2011-06-07	0.39	A
USGS	09512800	2011-06-08	0.35	A
USGS	09512800	2011-06-09	0.40	A
USGS	09512800	2011-06-10	0.36	A
USGS	09512800	2011-06-11	0.35	A
USGS	09512800	2011-06-12	0.33	A
USGS	09512800	2011-06-13	0.32	A
USGS	09512800	2011-06-14	0.39	A
USGS	09512800	2011-06-15	0.38	A
USGS	09512800	2011-06-16	0.34	A
USGS	09512800	2011-06-17	0.29	A
USGS	09512800	2011-06-18	0.24	A
USGS	09512800	2011-06-19	0.28	A
USGS	09512800	2011-06-20	0.29	A
USGS	09512800	2011-06-21	0.23	A:e
USGS	09512800	2011-06-22	0.19	A
USGS	09512800	2011-06-23	0.17	A
USGS	09512800	2011-06-24	0.08	A
USGS	09512800	2011-06-25	0.08	A
USGS	09512800	2011-06-26	0.10	A
USGS	09512800	2011-06-27	0.07	A
USGS	09512800	2011-06-28	0.08	A
USGS	09512800	2011-06-29	0.10	A
USGS	09512800	2011-06-30	0.13	A
USGS	09512800	2011-07-01	0.12	A
USGS	09512800	2011-07-02	0.13	A
USGS	09512800	2011-07-03	0.16	A
USGS	09512800	2011-07-04	0.17	A
USGS	09512800	2011-07-05	4.65	A
USGS	09512800	2011-07-06	1.69	A
USGS	09512800	2011-07-07	0.48	A
USGS	09512800	2011-07-08	0.29	A
USGS	09512800	2011-07-09	0.26	A
USGS	09512800	2011-07-10	0.26	A
USGS	09512800	2011-07-11	0.27	A
USGS	09512800	2011-07-12	0.26	A
USGS	09512800	2011-07-13	0.25	A
USGS	09512800	2011-07-14	0.25	A
USGS	09512800	2011-07-15	0.25	A
USGS	09512800	2011-07-16	0.23	A
USGS	09512800	2011-07-17	0.19	A
USGS	09512800	2011-07-18	0.18	A
USGS	09512800	2011-07-19	0.18	A
USGS	09512800	2011-07-20	0.14	A
USGS	09512800	2011-07-21	0.14	A
USGS	09512800	2011-07-22	0.13	A
USGS	09512800	2011-07-23	0.09	A
USGS	09512800	2011-07-24	0.08	A
USGS	09512800	2011-07-25	0.11	A
USGS	09512800	2011-07-26	0.11	A
USGS	09512800	2011-07-27	0.12	A
USGS	09512800	2011-07-28	0.12	A
USGS	09512800	2011-07-29	0.13	A
USGS	09512800	2011-07-30	0.16	A
USGS	09512800	2011-07-31	0.67	A
USGS	09512800	2011-08-01	0.26	A
USGS	09512800	2011-08-02	0.24	A
USGS	09512800	2011-08-03	0.22	A
USGS	09512800	2011-08-04	0.19	A
USGS	09512800	2011-08-05	0.16	A
USGS	09512800	2011-08-06	0.13	A
USGS	09512800	2011-08-07	0.13	A
USGS	09512800	2011-08-08	0.15	A
USGS	09512800	2011-08-09	0.14	A
USGS	09512800	2011-08-10	0.15	A
USGS	09512800	2011-08-11	0.13	A
USGS	09512800	2011-08-12	0.12	A
USGS	09512800	2011-08-13	0.11	A
USGS	09512800	2011-08-14	0.08	A
USGS	09512800	2011-08-15	0.02	A
USGS	09512800	2011-08-16	0.00	A
USGS	09512800	2011-08-17	0.01	A
USGS	09512800	2011-08-18	0.04	A
USGS	09512800	2011-08-19	0.10	A
USGS	09512800	2011-08-20	0.13	A
USGS	09512800	2011-08-21	0.15	A
USGS	09512800	2011-08-22	0.07	A
USGS	09512800	2011-08-23	0.09	A
USGS	09512800	2011-08-24	0.06	A
USGS	09512800	2011-08-25	0.08	A
USGS	09512800	2011-08-26	0.12	A
USGS	09512800	2011-08-27	0.17	A
USGS	09512800	2011-08-28	0.19	A
USGS	09512800	2011-08-29	0.20	A
USGS	09512800	2011-08-30	0.24	A
USGS	09512800	2011-08-31	0.27	A
USGS	09512800	2011-09-01	0.31	A
USGS	09512800	2011-09-02	0.30	A
USGS	09512800	2011-09-03	0.31	A
USGS	09512800	2011-09-04	0.26	A
USGS	09512800	2011-09-05	0.27	A
USGS	09512800	2011-09-06	0.29	A
USGS	09512800	2011-09-07	0.30	A
USGS	09512800	2011-09-08	0.26	A
USGS	09512800	2011-09-09	0.25	A
USGS	09512800	2011-09-10	0.23	A
