# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-02-16 16:27:56 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09499000 TONTO CREEK ABOVE GUN CREEK, NEAR ROOSEVELT, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09499000
#            TS   parameter     statistic     Description
#          5672       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	5672_00060_00003	5672_00060_00003_cd
USGS	09499000	2010-07-31	340	A
USGS	09499000	2010-08-01	362	A
USGS	09499000	2010-08-02	244	A
USGS	09499000	2010-08-03	108	A
USGS	09499000	2010-08-04	66.0	A
USGS	09499000	2010-08-05	48.4	A
USGS	09499000	2010-08-06	37.9	A
USGS	09499000	2010-08-07	27.2	A
USGS	09499000	2010-08-08	24.1	A
USGS	09499000	2010-08-09	21.7	A
USGS	09499000	2010-08-10	21.5	A
USGS	09499000	2010-08-11	19.4	A
USGS	09499000	2010-08-12	14.8	A
USGS	09499000	2010-08-13	13.3	A
USGS	09499000	2010-08-14	8.27	A
USGS	09499000	2010-08-15	5.04	A
USGS	09499000	2010-08-16	4.13	A
USGS	09499000	2010-08-17	18.1	A
USGS	09499000	2010-08-18	22.4	A
USGS	09499000	2010-08-19	36.3	A
USGS	09499000	2010-08-20	19.0	A:e
USGS	09499000	2010-08-21	43.0	A:e
USGS	09499000	2010-08-22	48.2	A
USGS	09499000	2010-08-23	22.7	A
USGS	09499000	2010-08-24	20.8	A
USGS	09499000	2010-08-25	16.9	A
USGS	09499000	2010-08-26	10.6	A
USGS	09499000	2010-08-27	6.50	A
USGS	09499000	2010-08-28	4.81	A
USGS	09499000	2010-08-29	36.9	A
USGS	09499000	2010-08-30	24.0	A
USGS	09499000	2010-08-31	15.2	A
USGS	09499000	2010-09-01	10.4	A
USGS	09499000	2010-09-02	5.24	A
USGS	09499000	2010-09-03	3.88	A
USGS	09499000	2010-09-04	2.45	A
USGS	09499000	2010-09-05	3.51	A
USGS	09499000	2010-09-06	2.14	A
USGS	09499000	2010-09-07	2.27	A
USGS	09499000	2010-09-08	2.87	A
USGS	09499000	2010-09-09	2.60	A
USGS	09499000	2010-09-10	3.11	A
USGS	09499000	2010-09-11	3.58	A
USGS	09499000	2010-09-12	3.83	A
USGS	09499000	2010-09-13	3.68	A
USGS	09499000	2010-09-14	3.79	A
USGS	09499000	2010-09-15	3.45	A
USGS	09499000	2010-09-16	3.63	A
USGS	09499000	2010-09-17	3.55	A
USGS	09499000	2010-09-18	3.22	A
USGS	09499000	2010-09-19	2.67	A
USGS	09499000	2010-09-20	2.82	A
USGS	09499000	2010-09-21	3.20	A
USGS	09499000	2010-09-22	891	A
USGS	09499000	2010-09-23	417	A
USGS	09499000	2010-09-24	121	A
USGS	09499000	2010-09-25	56.8	A
USGS	09499000	2010-09-26	40.4	A
USGS	09499000	2010-09-27	30.8	A
USGS	09499000	2010-09-28	25.2	A
USGS	09499000	2010-09-29	20.0	A
USGS	09499000	2010-09-30	11.3	A
USGS	09499000	2010-10-01	5.77	A
USGS	09499000	2010-10-02	16.5	A
USGS	09499000	2010-10-03	28.5	A
USGS	09499000	2010-10-04	10.6	A
USGS	09499000	2010-10-05	50.3	A
USGS	09499000	2010-10-06	75.0	A
USGS	09499000	2010-10-07	80.4	A
USGS	09499000	2010-10-08	49.2	A
USGS	09499000	2010-10-09	36.9	A
USGS	09499000	2010-10-10	29.7	A
USGS	09499000	2010-10-11	25.9	A
USGS	09499000	2010-10-12	19.1	A
USGS	09499000	2010-10-13	16.0	A
USGS	09499000	2010-10-14	14.6	A
USGS	09499000	2010-10-15	13.3	A
USGS	09499000	2010-10-16	12.1	A
USGS	09499000	2010-10-17	11.6	A
USGS	09499000	2010-10-18	11.7	A
USGS	09499000	2010-10-19	12.3	A
USGS	09499000	2010-10-20	12.7	A
USGS	09499000	2010-10-21	13.6	A
USGS	09499000	2010-10-22	15.6	A
USGS	09499000	2010-10-23	17.6	A
USGS	09499000	2010-10-24	17.6	A
USGS	09499000	2010-10-25	16.7	A
USGS	09499000	2010-10-26	15.8	A
USGS	09499000	2010-10-27	14.8	A
USGS	09499000	2010-10-28	14.3	A
USGS	09499000	2010-10-29	15.0	A
USGS	09499000	2010-10-30	14.2	A
USGS	09499000	2010-10-31	13.4	A
USGS	09499000	2010-11-01	13.1	A
USGS	09499000	2010-11-02	12.4	A
USGS	09499000	2010-11-03	12.5	A
USGS	09499000	2010-11-04	12.4	A
USGS	09499000	2010-11-05	12.3	A
USGS	09499000	2010-11-06	12.8	A
USGS	09499000	2010-11-07	13.2	A
USGS	09499000	2010-11-08	12.1	A
USGS	09499000	2010-11-09	12.3	A
USGS	09499000	2010-11-10	12.6	A
USGS	09499000	2010-11-11	13.2	A
USGS	09499000	2010-11-12	12.2	A
USGS	09499000	2010-11-13	12.3	A
USGS	09499000	2010-11-14	12.6	A
USGS	09499000	2010-11-15	13.4	A
USGS	09499000	2010-11-16	13.5	A
USGS	09499000	2010-11-17	9.91	A
USGS	09499000	2010-11-18	4.66	A
USGS	09499000	2010-11-19	3.71	A
USGS	09499000	2010-11-20	5.62	A
USGS	09499000	2010-11-21	13.7	A
USGS	09499000	2010-11-22	21.4	A
USGS	09499000	2010-11-23	27.1	A
USGS	09499000	2010-11-24	24.3	A
USGS	09499000	2010-11-25	18.7	A
USGS	09499000	2010-11-26	15.9	A
USGS	09499000	2010-11-27	15.3	A
USGS	09499000	2010-11-28	14.9	A
USGS	09499000	2010-11-29	14.2	A
USGS	09499000	2010-11-30	14.6	A
USGS	09499000	2010-12-01	15.4	A
USGS	09499000	2010-12-02	15.5	A
USGS	09499000	2010-12-03	15.4	A
USGS	09499000	2010-12-04	15.8	A
USGS	09499000	2010-12-05	15.7	A
USGS	09499000	2010-12-06	14.7	A
USGS	09499000	2010-12-07	14.2	A
USGS	09499000	2010-12-08	13.1	A
USGS	09499000	2010-12-09	13.8	A
USGS	09499000	2010-12-10	14.6	A
USGS	09499000	2010-12-11	15.6	A
USGS	09499000	2010-12-12	13.8	A
USGS	09499000	2010-12-13	13.3	A
USGS	09499000	2010-12-14	14.8	A
USGS	09499000	2010-12-15	15.9	A
USGS	09499000	2010-12-16	18.6	A
USGS	09499000	2010-12-17	20.9	A
USGS	09499000	2010-12-18	30.8	A
USGS	09499000	2010-12-19	32.2	A
USGS	09499000	2010-12-20	28.8	A
USGS	09499000	2010-12-21	27.2	A
USGS	09499000	2010-12-22	24.3	A
USGS	09499000	2010-12-23	72.5	A
USGS	09499000	2010-12-24	152	A
USGS	09499000	2010-12-25	91.3	A
USGS	09499000	2010-12-26	67.4	A
USGS	09499000	2010-12-27	55.4	A
USGS	09499000	2010-12-28	48.4	A
USGS	09499000	2010-12-29	49.3	A
USGS	09499000	2010-12-30	423	A
USGS	09499000	2010-12-31	252	A
USGS	09499000	2011-01-01	125	A
USGS	09499000	2011-01-02	87.0	A
USGS	09499000	2011-01-03	80.8	A
USGS	09499000	2011-01-04	83.7	A
USGS	09499000	2011-01-05	98.2	A
USGS	09499000	2011-01-06	104	A
USGS	09499000	2011-01-07	101	A
USGS	09499000	2011-01-08	97.8	A
USGS	09499000	2011-01-09	101	A
USGS	09499000	2011-01-10	96.9	A
USGS	09499000	2011-01-11	87.5	A
USGS	09499000	2011-01-12	77.8	A
USGS	09499000	2011-01-13	71.2	A
USGS	09499000	2011-01-14	73.4	A
USGS	09499000	2011-01-15	75.4	A
USGS	09499000	2011-01-16	81.2	A
USGS	09499000	2011-01-17	80.9	A
USGS	09499000	2011-01-18	88.7	A
USGS	09499000	2011-01-19	111	A
USGS	09499000	2011-01-20	101	A
USGS	09499000	2011-01-21	88.6	A
USGS	09499000	2011-01-22	74.1	A
USGS	09499000	2011-01-23	64.0	A
USGS	09499000	2011-01-24	56.9	A
USGS	09499000	2011-01-25	52.4	A
USGS	09499000	2011-01-26	47.5	A
USGS	09499000	2011-01-27	44.7	A
USGS	09499000	2011-01-28	41.3	A
USGS	09499000	2011-01-29	39.2	A
USGS	09499000	2011-01-30	36.8	A
USGS	09499000	2011-01-31	35.1	A
USGS	09499000	2011-02-01	34.4	A
USGS	09499000	2011-02-02	32.5	A
USGS	09499000	2011-02-03	30.5	A
USGS	09499000	2011-02-04	24.3	A
USGS	09499000	2011-02-05	29.8	A
USGS	09499000	2011-02-06	31.6	A
USGS	09499000	2011-02-07	30.4	A
USGS	09499000	2011-02-08	28.5	A
USGS	09499000	2011-02-09	28.4	A
USGS	09499000	2011-02-10	26.6	A
USGS	09499000	2011-02-11	26.5	A
USGS	09499000	2011-02-12	26.2	A
USGS	09499000	2011-02-13	25.8	A
USGS	09499000	2011-02-14	25.4	A
USGS	09499000	2011-02-15	24.7	A
USGS	09499000	2011-02-16	25.1	A
USGS	09499000	2011-02-17	24.6	A
USGS	09499000	2011-02-18	25.8	A
USGS	09499000	2011-02-19	31.3	A
USGS	09499000	2011-02-20	265	A
USGS	09499000	2011-02-21	560	A
USGS	09499000	2011-02-22	355	A
USGS	09499000	2011-02-23	294	A
USGS	09499000	2011-02-24	232	A
USGS	09499000	2011-02-25	189	A
USGS	09499000	2011-02-26	150	A
USGS	09499000	2011-02-27	158	A
USGS	09499000	2011-02-28	179	A
USGS	09499000	2011-03-01	236	A
USGS	09499000	2011-03-02	317	A
USGS	09499000	2011-03-03	272	A
USGS	09499000	2011-03-04	260	A
USGS	09499000	2011-03-05	228	A
USGS	09499000	2011-03-06	180	A
USGS	09499000	2011-03-07	149	A
USGS	09499000	2011-03-08	127	A
USGS	09499000	2011-03-09	108	A
USGS	09499000	2011-03-10	94.1	A
USGS	09499000	2011-03-11	79.7	A
USGS	09499000	2011-03-12	81.0	A
USGS	09499000	2011-03-13	82.0	A
USGS	09499000	2011-03-14	77.1	A
USGS	09499000	2011-03-15	73.1	A
USGS	09499000	2011-03-16	71.4	A
USGS	09499000	2011-03-17	64.7	A
USGS	09499000	2011-03-18	60.2	A
USGS	09499000	2011-03-19	55.8	A
USGS	09499000	2011-03-20	53.8	A
USGS	09499000	2011-03-21	54.4	A
USGS	09499000	2011-03-22	76.6	A
USGS	09499000	2011-03-23	81.9	A
USGS	09499000	2011-03-24	71.4	A
USGS	09499000	2011-03-25	64.6	A
USGS	09499000	2011-03-26	62.7	A
USGS	09499000	2011-03-27	63.5	A
USGS	09499000	2011-03-28	63.9	A
USGS	09499000	2011-03-29	62.6	A
USGS	09499000	2011-03-30	61.0	A
USGS	09499000	2011-03-31	54.9	A
USGS	09499000	2011-04-01	53.4	A
USGS	09499000	2011-04-02	48.3	A
USGS	09499000	2011-04-03	45.5	A
USGS	09499000	2011-04-04	42.7	A
USGS	09499000	2011-04-05	40.7	A
USGS	09499000	2011-04-06	39.5	A
USGS	09499000	2011-04-07	41.0	A
USGS	09499000	2011-04-08	43.1	A
USGS	09499000	2011-04-09	43.6	A
USGS	09499000	2011-04-10	53.6	A
USGS	09499000	2011-04-11	51.1	A
USGS	09499000	2011-04-12	46.2	A
USGS	09499000	2011-04-13	44.5	A
USGS	09499000	2011-04-14	52.9	A
USGS	09499000	2011-04-15	56.0	A
USGS	09499000	2011-04-16	49.3	A
USGS	09499000	2011-04-17	43.1	A
USGS	09499000	2011-04-18	40.2	A
USGS	09499000	2011-04-19	38.0	A
USGS	09499000	2011-04-20	36.6	A
USGS	09499000	2011-04-21	35.0	A
USGS	09499000	2011-04-22	33.6	A
USGS	09499000	2011-04-23	32.2	A
USGS	09499000	2011-04-24	32.8	A
USGS	09499000	2011-04-25	31.5	A
USGS	09499000	2011-04-26	30.4	A
USGS	09499000	2011-04-27	22.7	A
USGS	09499000	2011-04-28	14.4	A
USGS	09499000	2011-04-29	18.6	A
USGS	09499000	2011-04-30	18.0	A
USGS	09499000	2011-05-01	18.8	A
USGS	09499000	2011-05-02	19.8	A
USGS	09499000	2011-05-03	17.8	A
USGS	09499000	2011-05-04	17.2	A
USGS	09499000	2011-05-05	15.2	A
USGS	09499000	2011-05-06	15.7	A
USGS	09499000	2011-05-07	17.0	A
USGS	09499000	2011-05-08	13.2	A
USGS	09499000	2011-05-09	14.3	A
USGS	09499000	2011-05-10	13.5	A
USGS	09499000	2011-05-11	14.5	A
USGS	09499000	2011-05-12	17.1	A
USGS	09499000	2011-05-13	12.8	A
USGS	09499000	2011-05-14	11.0	A
USGS	09499000	2011-05-15	10.3	A
USGS	09499000	2011-05-16	10.1	A
USGS	09499000	2011-05-17	10.1	A
USGS	09499000	2011-05-18	9.24	A
USGS	09499000	2011-05-19	15.8	A
USGS	09499000	2011-05-20	30.1	A
USGS	09499000	2011-05-21	25.1	A
USGS	09499000	2011-05-22	21.5	A
USGS	09499000	2011-05-23	14.5	A
USGS	09499000	2011-05-24	11.4	A
USGS	09499000	2011-05-25	10.1	A
USGS	09499000	2011-05-26	9.99	A
USGS	09499000	2011-05-27	9.74	A
USGS	09499000	2011-05-28	8.81	A
USGS	09499000	2011-05-29	8.52	A
USGS	09499000	2011-05-30	6.85	A
USGS	09499000	2011-05-31	7.93	A
USGS	09499000	2011-06-01	6.86	A
USGS	09499000	2011-06-02	5.68	A
USGS	09499000	2011-06-03	6.58	A
USGS	09499000	2011-06-04	4.95	A
USGS	09499000	2011-06-05	5.53	A
USGS	09499000	2011-06-06	5.67	A
USGS	09499000	2011-06-07	4.85	A
USGS	09499000	2011-06-08	6.42	A
USGS	09499000	2011-06-09	5.20	A
USGS	09499000	2011-06-10	4.67	A
USGS	09499000	2011-06-11	4.52	A
USGS	09499000	2011-06-12	4.16	A
USGS	09499000	2011-06-13	4.14	A
USGS	09499000	2011-06-14	4.09	A
USGS	09499000	2011-06-15	3.12	A
USGS	09499000	2011-06-16	3.12	A
USGS	09499000	2011-06-17	3.52	A
USGS	09499000	2011-06-18	1.40	A
USGS	09499000	2011-06-19	3.24	A
USGS	09499000	2011-06-20	2.78	A
USGS	09499000	2011-06-21	2.60	A
USGS	09499000	2011-06-22	0.74	A
USGS	09499000	2011-06-23	1.72	A
USGS	09499000	2011-06-24	1.55	A
USGS	09499000	2011-06-25	0.20	A
USGS	09499000	2011-06-26	0.84	A
USGS	09499000	2011-06-27	0.39	A
USGS	09499000	2011-06-28	0.08	A
USGS	09499000	2011-06-29	0.36	A
USGS	09499000	2011-06-30	0.41	A
USGS	09499000	2011-07-01	0.00	A
USGS	09499000	2011-07-02	0.00	A
USGS	09499000	2011-07-03	0.00	A
USGS	09499000	2011-07-04	0.00	A
USGS	09499000	2011-07-05	0.00	A
USGS	09499000	2011-07-06	0.49	A
USGS	09499000	2011-07-07	1.45	A
USGS	09499000	2011-07-08	10.6	A
USGS	09499000	2011-07-09	2.38	A
USGS	09499000	2011-07-10	0.87	A
USGS	09499000	2011-07-11	57.9	A
USGS	09499000	2011-07-12	72.8	A
USGS	09499000	2011-07-13	35.6	A
USGS	09499000	2011-07-14	20.5	A
USGS	09499000	2011-07-15	10.9	A
USGS	09499000	2011-07-16	8.89	A
USGS	09499000	2011-07-17	7.76	A
USGS	09499000	2011-07-18	7.44	A
USGS	09499000	2011-07-19	16.4	A
USGS	09499000	2011-07-20	17.1	A
USGS	09499000	2011-07-21	9.49	A
USGS	09499000	2011-07-22	7.88	A
USGS	09499000	2011-07-23	7.15	A
USGS	09499000	2011-07-24	7.00	A
USGS	09499000	2011-07-25	7.22	A
USGS	09499000	2011-07-26	6.07	A
USGS	09499000	2011-07-27	5.38	A
USGS	09499000	2011-07-28	4.84	A
USGS	09499000	2011-07-29	5.54	A
USGS	09499000	2011-07-30	5.77	A
USGS	09499000	2011-07-31	6.73	A
USGS	09499000	2011-08-01	11.1	A
USGS	09499000	2011-08-02	9.82	A
USGS	09499000	2011-08-03	14.6	A
USGS	09499000	2011-08-04	24.3	A
USGS	09499000	2011-08-05	41.1	A
USGS	09499000	2011-08-06	16.1	A
USGS	09499000	2011-08-07	9.42	A
USGS	09499000	2011-08-08	8.27	A
USGS	09499000	2011-08-09	6.67	A
USGS	09499000	2011-08-10	5.06	A
USGS	09499000	2011-08-11	3.87	A
USGS	09499000	2011-08-12	2.67	A
USGS	09499000	2011-08-13	1.38	A
USGS	09499000	2011-08-14	0.00	A
USGS	09499000	2011-08-15	0.00	A
USGS	09499000	2011-08-16	0.32	A
USGS	09499000	2011-08-17	0.00	A
USGS	09499000	2011-08-18	1.99	A
USGS	09499000	2011-08-19	3.85	A
USGS	09499000	2011-08-20	3.81	A
USGS	09499000	2011-08-21	10.1	A
USGS	09499000	2011-08-22	9.05	A
USGS	09499000	2011-08-23	7.15	A
USGS	09499000	2011-08-24	5.59	A
USGS	09499000	2011-08-25	6.08	A
USGS	09499000	2011-08-26	4.12	A
USGS	09499000	2011-08-27	4.41	A
USGS	09499000	2011-08-28	2.28	A
USGS	09499000	2011-08-29	3.22	A
USGS	09499000	2011-08-30	2.89	A
USGS	09499000	2011-08-31	2.73	A
USGS	09499000	2011-09-01	1.82	A
USGS	09499000	2011-09-02	0.22	A
USGS	09499000	2011-09-03	0.04	A
USGS	09499000	2011-09-04	0.00	A
USGS	09499000	2011-09-05	0.00	A
USGS	09499000	2011-09-06	0.00	A
USGS	09499000	2011-09-07	0.00	A
USGS	09499000	2011-09-08	0.00	A
USGS	09499000	2011-09-09	0.00	A
USGS	09499000	2011-09-10	0.00	A
USGS	09499000	2011-09-11	2.97	A
USGS	09499000	2011-09-12	1.44	A
USGS	09499000	2011-09-13	0.00	A
USGS	09499000	2011-09-14	0.00	A
USGS	09499000	2011-09-15	0.00	A
USGS	09499000	2011-09-16	0.00	A
