# ---------------------------------- WARNING ----------------------------------------,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,
# may not have received Director's approval. Any such data values are qualified,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,
# for any damages resulting from its use.,,,,
#,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,
#,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,
#,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,
# retrieved: 2021-02-16 16:26:57 EST       (sdww02),,,,
#,,,,
# Data for the following 1 site(s) are contained in this file,,,,
"#    USGS 09498500 SALT RIVER NEAR ROOSEVELT, AZ",,,,
# -----------------------------------------------------------------------------------,,,,
#,,,,
# Data provided for site 09498500,,,,
#            TS   parameter     statistic     Description,,,,
"#          5665       00060     00003     Discharge, cubic feet per second (Mean)",,,,
#,,,,
# Data-value qualification codes included in this output:,,,,
#     A  Approved for publication -- Processing and review completed.,,,,
#     P  Provisional data subject to revision.,,,,
#     e  Value has been estimated.,,,,
# ,,,,
agency_cd,site_no,datetime,5665_00060_00003,5665_00060_00003_cd
USGS,9498500,11/4/10,154,A
USGS,9498500,11/5/10,155,A
USGS,9498500,11/6/10,156,A
USGS,9498500,11/7/10,156,A
USGS,9498500,11/8/10,156,A
USGS,9498500,11/9/10,155,A
USGS,9498500,11/10/10,155,A
USGS,9498500,11/11/10,156,A
USGS,9498500,11/12/10,158,A
USGS,9498500,11/13/10,159,A
USGS,9498500,11/14/10,160,A
USGS,9498500,11/15/10,161,A
USGS,9498500,11/16/10,160,A
USGS,9498500,11/17/10,162,A
USGS,9498500,11/18/10,163,A
USGS,9498500,11/19/10,162,A
USGS,9498500,11/20/10,165,A
USGS,9498500,11/21/10,171,A
USGS,9498500,11/22/10,186,A
USGS,9498500,11/23/10,197,A
USGS,9498500,11/24/10,189,A
USGS,9498500,11/25/10,185,A
USGS,9498500,11/26/10,172,A
USGS,9498500,11/27/10,176,A
USGS,9498500,11/28/10,179,A
USGS,9498500,11/29/10,171,A
USGS,9498500,11/30/10,171,A
USGS,9498500,12/1/10,170,A
USGS,9498500,12/2/10,164,A
USGS,9498500,12/3/10,155,A
USGS,9498500,12/4/10,168,A
USGS,9498500,12/5/10,179,A
USGS,9498500,12/6/10,194,A
USGS,9498500,12/7/10,191,A
USGS,9498500,12/8/10,188,A
USGS,9498500,12/9/10,181,A
USGS,9498500,12/10/10,178,A
USGS,9498500,12/11/10,175,A
USGS,9498500,12/12/10,176,A
USGS,9498500,12/13/10,181,A
USGS,9498500,12/14/10,178,A
USGS,9498500,12/15/10,178,A
USGS,9498500,12/16/10,183,A
USGS,9498500,12/17/10,193,A
USGS,9498500,12/18/10,194,A
USGS,9498500,12/19/10,203,A
USGS,9498500,12/20/10,201,A
USGS,9498500,12/21/10,205,A
USGS,9498500,12/22/10,205,A
USGS,9498500,12/23/10,231,A
USGS,9498500,12/24/10,241,A
USGS,9498500,12/25/10,242,A
USGS,9498500,12/26/10,234,A
USGS,9498500,12/27/10,227,A
USGS,9498500,12/28/10,219,A
USGS,9498500,12/29/10,218,A
USGS,9498500,12/30/10,277,A
USGS,9498500,12/31/10,310,A
USGS,9498500,1/1/11,260,A
USGS,9498500,1/2/11,214,A
USGS,9498500,1/3/11,179,A
USGS,9498500,1/4/11,176,A
USGS,9498500,1/5/11,192,A
USGS,9498500,1/6/11,199,A
USGS,9498500,1/7/11,213,A
USGS,9498500,1/8/11,222,A
USGS,9498500,1/9/11,225,A
USGS,9498500,1/10/11,229,A
USGS,9498500,1/11/11,222,A
USGS,9498500,1/12/11,222,A
USGS,9498500,1/13/11,221,A
USGS,9498500,1/14/11,222,A
USGS,9498500,1/15/11,220,A
USGS,9498500,1/16/11,218,A
USGS,9498500,1/17/11,221,A
USGS,9498500,1/18/11,223,A
USGS,9498500,1/19/11,231,A
USGS,9498500,1/20/11,245,A
USGS,9498500,1/21/11,250,A
USGS,9498500,1/22/11,251,A
USGS,9498500,1/23/11,246,A
USGS,9498500,1/24/11,235,A
USGS,9498500,1/25/11,231,A
USGS,9498500,1/26/11,226,A
USGS,9498500,1/27/11,217,A
USGS,9498500,1/28/11,215,A
USGS,9498500,1/29/11,213,A
USGS,9498500,1/30/11,210,A
USGS,9498500,1/31/11,213,A
USGS,9498500,2/1/11,222,A
USGS,9498500,2/2/11,217,A
USGS,9498500,2/3/11,213,A
USGS,9498500,2/4/11,200,A
USGS,9498500,2/5/11,186,A
USGS,9498500,2/6/11,179,A
USGS,9498500,2/7/11,193,A
USGS,9498500,2/8/11,201,A
USGS,9498500,2/9/11,208,A
USGS,9498500,2/10/11,206,A
USGS,9498500,2/11/11,203,A
USGS,9498500,2/12/11,200,A
USGS,9498500,2/13/11,194,A
USGS,9498500,2/14/11,192,A
USGS,9498500,2/15/11,193,A
USGS,9498500,2/16/11,195,A
USGS,9498500,2/17/11,195,A
USGS,9498500,2/18/11,198,A
USGS,9498500,2/19/11,207,A
USGS,9498500,2/20/11,237,A
USGS,9498500,2/21/11,284,A
USGS,9498500,2/22/11,290,A
USGS,9498500,2/23/11,297,A
USGS,9498500,2/24/11,309,A
USGS,9498500,2/25/11,316,A
USGS,9498500,2/26/11,303,A
USGS,9498500,2/27/11,314,A
USGS,9498500,2/28/11,327,A
USGS,9498500,3/1/11,314,A
USGS,9498500,3/2/11,310,A
USGS,9498500,3/3/11,343,A
USGS,9498500,3/4/11,382,A
USGS,9498500,3/5/11,405,A
USGS,9498500,3/6/11,404,A
USGS,9498500,3/7/11,396,A
USGS,9498500,3/8/11,389,A
USGS,9498500,3/9/11,382,A
USGS,9498500,3/10/11,365,A
USGS,9498500,3/11/11,352,A
USGS,9498500,3/12/11,347,A
USGS,9498500,3/13/11,352,A
USGS,9498500,3/14/11,365,A
USGS,9498500,3/15/11,379,A
USGS,9498500,3/16/11,393,A
USGS,9498500,3/17/11,400,A
USGS,9498500,3/18/11,412,A
USGS,9498500,3/19/11,429,A
USGS,9498500,3/20/11,439,A
USGS,9498500,3/21/11,440,A
USGS,9498500,3/22/11,432,A
USGS,9498500,3/23/11,408,A
USGS,9498500,3/24/11,390,A
USGS,9498500,3/25/11,374,A
USGS,9498500,3/26/11,368,A
USGS,9498500,3/27/11,361,A
USGS,9498500,3/28/11,351,A
USGS,9498500,3/29/11,338,A
USGS,9498500,3/30/11,329,A
USGS,9498500,3/31/11,323,A
USGS,9498500,4/1/11,319,A
USGS,9498500,4/2/11,316,A
USGS,9498500,4/3/11,319,A
USGS,9498500,4/4/11,319,A
USGS,9498500,4/5/11,333,A
USGS,9498500,4/6/11,339,A
USGS,9498500,4/7/11,341,A
USGS,9498500,4/8/11,344,A
USGS,9498500,4/9/11,358,A
USGS,9498500,4/10/11,368,A
USGS,9498500,4/11/11,360,A
USGS,9498500,4/12/11,348,A
USGS,9498500,4/13/11,334,A
USGS,9498500,4/14/11,326,A
USGS,9498500,4/15/11,307,A
USGS,9498500,4/16/11,303,A
USGS,9498500,4/17/11,295,A
USGS,9498500,4/18/11,282,A
USGS,9498500,4/19/11,271,A
USGS,9498500,4/20/11,271,A
USGS,9498500,4/21/11,273,A
USGS,9498500,4/22/11,269,A
USGS,9498500,4/23/11,265,A
USGS,9498500,4/24/11,266,A
USGS,9498500,4/25/11,268,A
USGS,9498500,4/26/11,263,A
USGS,9498500,4/27/11,252,A
USGS,9498500,4/28/11,246,A
USGS,9498500,4/29/11,240,A
USGS,9498500,4/30/11,229,A
USGS,9498500,5/1/11,223,A
USGS,9498500,5/2/11,215,A
USGS,9498500,5/3/11,213,A
USGS,9498500,5/4/11,211,A
USGS,9498500,5/5/11,208,A
USGS,9498500,5/6/11,203,A
USGS,9498500,5/7/11,190,A
USGS,9498500,5/8/11,182,A
USGS,9498500,5/9/11,176,A
USGS,9498500,5/10/11,172,A
USGS,9498500,5/11/11,167,A
USGS,9498500,5/12/11,168,A
USGS,9498500,5/13/11,165,A
USGS,9498500,5/14/11,162,A
USGS,9498500,5/15/11,156,A
USGS,9498500,5/16/11,147,A
USGS,9498500,5/17/11,141,A
USGS,9498500,5/18/11,139,A
USGS,9498500,5/19/11,148,A
USGS,9498500,5/20/11,150,A
USGS,9498500,5/21/11,145,A
USGS,9498500,5/22/11,150,A
USGS,9498500,5/23/11,146,A
USGS,9498500,5/24/11,142,A
USGS,9498500,5/25/11,139,A
USGS,9498500,5/26/11,134,A
USGS,9498500,5/27/11,130,A
USGS,9498500,5/28/11,127,A
USGS,9498500,5/29/11,122,A
USGS,9498500,5/30/11,118,A
USGS,9498500,5/31/11,116,A
USGS,9498500,6/1/11,114,A
USGS,9498500,6/2/11,113,A
USGS,9498500,6/3/11,112,A
USGS,9498500,6/4/11,111,A
USGS,9498500,6/5/11,108,A
USGS,9498500,6/6/11,107,A
USGS,9498500,6/7/11,107,A
USGS,9498500,6/8/11,106,A
USGS,9498500,6/9/11,105,A
USGS,9498500,6/10/11,104,A
USGS,9498500,6/11/11,103,A
USGS,9498500,6/12/11,102,A
USGS,9498500,6/13/11,99.7,A
USGS,9498500,6/14/11,99,A
USGS,9498500,6/15/11,99,A
USGS,9498500,6/16/11,98.2,A
USGS,9498500,6/17/11,97.2,A
USGS,9498500,6/18/11,94.8,A
USGS,9498500,6/19/11,92.2,A
USGS,9498500,6/20/11,90.8,A
USGS,9498500,6/21/11,89.3,A
USGS,9498500,6/22/11,89,A
USGS,9498500,6/23/11,87.6,A
USGS,9498500,6/24/11,86.5,A
USGS,9498500,6/25/11,86,A
USGS,9498500,6/26/11,85.4,A
USGS,9498500,6/27/11,84.5,A
USGS,9498500,6/28/11,84.2,A
USGS,9498500,6/29/11,84.4,A
USGS,9498500,6/30/11,83.7,A
USGS,9498500,7/1/11,83.5,A
USGS,9498500,7/2/11,82.6,A
USGS,9498500,7/3/11,82.7,A
USGS,9498500,7/4/11,83.9,A
USGS,9498500,7/5/11,83.5,A
USGS,9498500,7/6/11,88.9,A
USGS,9498500,7/7/11,87.7,A
USGS,9498500,7/8/11,87.6,A
USGS,9498500,7/9/11,92.5,A
USGS,9498500,7/10/11,110,A
USGS,9498500,7/11/11,118,A
USGS,9498500,7/12/11,138,A
USGS,9498500,7/13/11,118,A
USGS,9498500,7/14/11,103,A
USGS,9498500,7/15/11,114,A
USGS,9498500,7/16/11,157,A
USGS,9498500,7/17/11,127,A
USGS,9498500,7/18/11,115,A
USGS,9498500,7/19/11,110,A
USGS,9498500,7/20/11,108,A
USGS,9498500,7/21/11,97.5,A
USGS,9498500,7/22/11,112,A
USGS,9498500,7/23/11,107,A
USGS,9498500,7/24/11,103,A
USGS,9498500,7/25/11,238,A
USGS,9498500,7/26/11,245,A
USGS,9498500,7/27/11,122,A
USGS,9498500,7/28/11,156,A
USGS,9498500,7/29/11,185,A
USGS,9498500,7/30/11,233,A
USGS,9498500,7/31/11,237,A
USGS,9498500,8/1/11,227,A
USGS,9498500,8/2/11,242,A
USGS,9498500,8/3/11,259,A
USGS,9498500,8/4/11,521,A
USGS,9498500,8/5/11,292,A
USGS,9498500,8/6/11,281,A
USGS,9498500,8/7/11,258,A
USGS,9498500,8/8/11,216,A
USGS,9498500,8/9/11,190,A
USGS,9498500,8/10/11,180,A
USGS,9498500,8/11/11,165,A
USGS,9498500,8/12/11,136,A
USGS,9498500,8/13/11,132,A
USGS,9498500,8/14/11,239,A
USGS,9498500,8/15/11,322,A
USGS,9498500,8/16/11,251,A
USGS,9498500,8/17/11,263,A
USGS,9498500,8/18/11,252,A
USGS,9498500,8/19/11,505,A
USGS,9498500,8/20/11,727,A
USGS,9498500,8/21/11,1090,A
USGS,9498500,8/22/11,644,A
USGS,9498500,8/23/11,484,A
USGS,9498500,8/24/11,499,A
USGS,9498500,8/25/11,435,A
USGS,9498500,8/26/11,456,A
USGS,9498500,8/27/11,450,A
USGS,9498500,8/28/11,449,A
USGS,9498500,8/29/11,372,A
USGS,9498500,8/30/11,329,A
USGS,9498500,8/31/11,336,A
USGS,9498500,9/1/11,324,A
USGS,9498500,9/2/11,338,A
USGS,9498500,9/3/11,294,A
USGS,9498500,9/4/11,293,A
USGS,9498500,9/5/11,351,A
USGS,9498500,9/6/11,351,A
USGS,9498500,9/7/11,377,A
USGS,9498500,9/8/11,498,A
USGS,9498500,9/9/11,344,A
USGS,9498500,9/10/11,330,A
USGS,9498500,9/11/11,401,A
USGS,9498500,9/12/11,442,A
USGS,9498500,9/13/11,324,A
USGS,9498500,9/14/11,302,A
USGS,9498500,9/15/11,296,A
USGS,9498500,9/16/11,342,A
USGS,9498500,9/17/11,302,A
USGS,9498500,9/18/11,319,A
USGS,9498500,9/19/11,277,A
USGS,9498500,9/20/11,257,A
USGS,9498500,9/21/11,236,A
USGS,9498500,9/22/11,217,A
USGS,9498500,9/23/11,203,A
USGS,9498500,9/24/11,187,A
USGS,9498500,9/25/11,176,A
USGS,9498500,9/26/11,167,A
USGS,9498500,9/27/11,161,A
USGS,9498500,9/28/11,156,A
USGS,9498500,9/29/11,150,A
USGS,9498500,9/30/11,150,A
USGS,9498500,10/1/11,148,A
USGS,9498500,10/2/11,146,A
USGS,9498500,10/3/11,146,A
USGS,9498500,10/4/11,148,A
USGS,9498500,10/5/11,150,A
USGS,9498500,10/6/11,174,A
USGS,9498500,10/7/11,343,A
USGS,9498500,10/8/11,291,A
USGS,9498500,10/9/11,286,A
USGS,9498500,10/10/11,245,A
USGS,9498500,10/11/11,230,A
USGS,9498500,10/12/11,213,A
USGS,9498500,10/13/11,201,A
USGS,9498500,10/14/11,189,A
USGS,9498500,10/15/11,180,A
USGS,9498500,10/16/11,172,A
USGS,9498500,10/17/11,169,A
USGS,9498500,10/18/11,163,A
USGS,9498500,10/19/11,159,A
USGS,9498500,10/20/11,153,A
USGS,9498500,10/21/11,151,A
USGS,9498500,10/22/11,150,A
USGS,9498500,10/23/11,146,A
USGS,9498500,10/24/11,142,A
USGS,9498500,10/25/11,142,A
USGS,9498500,10/26/11,141,A
USGS,9498500,10/27/11,142,A
USGS,9498500,10/28/11,142,A
USGS,9498500,10/29/11,140,A
USGS,9498500,10/30/11,140,A
USGS,9498500,10/31/11,139,A
USGS,9498500,11/1/11,137,A
USGS,9498500,11/2/11,134,A
USGS,9498500,11/3/11,134,A
USGS,9498500,11/4/11,135,A
USGS,9498500,11/5/11,146,A
USGS,9498500,11/6/11,163,A
USGS,9498500,11/7/11,167,A
USGS,9498500,11/8/11,180,A
USGS,9498500,11/9/11,169,A
USGS,9498500,11/10/11,169,A
USGS,9498500,11/11/11,163,A
USGS,9498500,11/12/11,161,A
USGS,9498500,11/13/11,159,A
USGS,9498500,11/14/11,166,A
USGS,9498500,11/15/11,163,A
USGS,9498500,11/16/11,165,A
USGS,9498500,11/17/11,176,A
USGS,9498500,11/18/11,168,A
USGS,9498500,11/19/11,168,A
USGS,9498500,11/20/11,167,A
USGS,9498500,11/21/11,165,A
USGS,9498500,11/22/11,161,A
USGS,9498500,11/23/11,160,A
USGS,9498500,11/24/11,161,A
USGS,9498500,11/25/11,165,A
